,student_id,age,gender,family_income,internet_access,study_hours_per_day,attendance_rate,assignment_delay_days,travel_time_minutes,part_time_job,scholarship,stress_index,gpa,semester_gpa,cgpa,semester,department,parental_education,dropout
201,5130,21.2,Female,60720.0,Yes,2.05,91.9,2,28.1,No,No,9.0,0.32,0.39,0.33,Year 4,Science,Bachelor,0
202,8335,23.3,Female,25000.0,Yes,5.21,79.6,1,59.8,Yes,No,4.5,2.41,2.15,2.19,Year 2,CS,Bachelor,1
203,1919,20.6,Female,60688.0,Yes,3.28,100.0,2,18.8,Yes,No,5.9,0.48,0.37,0.37,Year 1,Arts,High School,1
204,8331,20.5,Male,39911.0,Yes,7.84,85.3,2,24.1,Yes,Yes,9.1,3.16,2.51,2.5,Year 3,Science,Master,0
205,5708,21.7,Female,25000.0,Yes,4.91,67.1,1,29.6,Yes,No,8.3,0.5,0.26,0.32,Year 4,Science,Bachelor,1
206,5385,22.9,Female,25000.0,Yes,5.2,85.2,1,40.8,Yes,No,2.7,3.17,2.82,2.82,Year 4,Engineering,High School,1
207,6337,22.5,Female,61842.0,Yes,3.54,83.8,1,23.8,No,Yes,5.9,0.47,0.55,0.52,Year 4,Business,High School,1
208,2055,18.0,Male,36596.0,No,1.51,98.2,0,31.6,Yes,No,4.9,0.68,0.43,0.43,Year 1,Engineering,Bachelor,0
209,7613,19.2,Male,27026.0,Yes,3.23,82.0,0,39.4,No,Yes,3.9,2.83,2.58,2.57,Year 4,Arts,Bachelor,0
210,9210,23.0,Female,27495.0,Yes,4.49,79.8,5,34.6,Yes,Yes,1.0,4.0,3.57,3.51,Year 4,CS,PhD,0
211,3964,22.7,Female,44934.0,Yes,6.54,86.2,2,13.5,No,No,3.8,3.77,3.7,3.65,Year 2,Business,High School,0
212,1127,21.7,Female,25000.0,Yes,3.87,90.8,5,34.9,Yes,No,8.0,1.13,1.17,1.23,Year 4,Engineering,PhD,0
213,3429,22.0,Male,25000.0,No,3.91,50.5,0,24.9,No,No,4.7,0.4,0.56,0.51,Year 2,CS,Master,1
214,4602,23.1,Male,37272.0,Yes,4.06,88.6,1,30.7,No,No,3.3,1.5,1.12,1.12,Year 1,Arts,High School,1
215,3722,24.7,Male,51245.0,Yes,3.63,87.9,0,35.0,No,No,4.8,1.98,2.0,2.03,Year 2,Arts,High School,0
216,2390,23.3,Female,52829.0,Yes,4.15,64.9,1,33.8,Yes,No,3.8,3.41,3.33,3.4,Year 3,Engineering,Bachelor,1
217,1323,20.8,Male,31806.0,Yes,1.66,78.8,2,46.0,No,No,3.3,2.33,2.74,2.74,Year 3,Arts,Bachelor,0
218,1604,19.2,Male,25000.0,Yes,5.08,78.6,0,38.9,Yes,No,6.6,2.29,2.44,2.44,Year 1,Engineering,High School,0
219,7225,21.0,Female,37809.0,Yes,5.0,89.4,5,24.8,No,No,6.0,1.88,2.18,2.18,Year 4,Engineering,High School,0
220,7426,22.2,Male,36706.0,Yes,3.34,87.7,2,17.0,Yes,No,6.0,2.99,2.81,2.73,Year 2,CS,Bachelor,0
221,4337,17.3,Female,25000.0,No,4.27,83.2,0,47.4,No,Yes,5.8,3.1,2.72,2.68,Year 4,Arts,High School,1
222,5594,21.8,Male,44125.0,Yes,4.29,73.5,0,42.9,Yes,Yes,6.7,0.97,0.88,0.92,Year 4,CS,Bachelor,1
223,4412,20.9,Female,25000.0,Yes,3.21,88.2,1,46.9,No,No,3.1,2.65,3.17,3.18,Year 2,Engineering,Bachelor,0
224,5859,20.3,Male,36431.0,Yes,4.7,80.8,5,22.6,Yes,No,7.3,3.1,3.48,3.5,Year 4,CS,High School,0
225,9344,22.0,Female,25000.0,Yes,3.26,83.9,1,8.9,No,No,3.6,1.16,0.9,0.83,Year 4,Business,Bachelor,0
226,3992,20.0,Male,41961.0,Yes,1.7,75.6,2,23.9,Yes,Yes,4.5,1.83,2.11,2.06,Year 2,CS,Bachelor,0
227,6080,23.9,Male,27181.0,Yes,5.32,100.0,1,30.6,Yes,No,6.1,2.84,2.11,2.07,Year 2,Arts,Master,1
228,1560,20.4,Male,29965.0,Yes,3.06,81.6,1,42.4,Yes,No,7.0,0.95,0.94,0.95,Year 2,Business,High School,1
229,4683,24.2,Female,27260.0,Yes,2.87,77.4,2,15.8,No,Yes,3.8,1.04,0.79,0.79,Year 1,Arts,Bachelor,0
230,7558,21.0,Male,30733.0,Yes,5.88,79.7,2,32.7,No,No,5.3,1.45,1.43,1.4,Year 2,Engineering,Master,0
231,3773,19.3,Male,32504.0,Yes,2.69,92.2,1,33.5,No,No,6.4,1.41,1.28,1.28,Year 1,CS,Bachelor,0
232,8780,20.6,Male,33430.0,Yes,2.82,73.2,4,26.1,No,No,6.1,4.0,4.0,4.0,Year 1,Engineering,High School,0
233,3458,20.2,Female,25000.0,Yes,3.19,81.4,2,33.2,Yes,No,4.5,1.97,1.52,1.54,Year 3,Business,High School,0
234,8384,23.7,Male,25000.0,No,3.0,98.3,2,17.4,No,No,4.7,2.43,2.38,2.38,Year 1,Science,Bachelor,0
235,1355,19.7,Male,25000.0,Yes,6.27,89.2,0,29.1,Yes,No,8.0,1.2,0.94,1.04,Year 3,Business,Master,1
236,46,19.4,Female,25682.0,Yes,3.51,69.7,2,22.9,No,No,7.9,1.58,1.43,1.43,Year 1,Business,Master,0
237,9873,20.3,Female,28846.0,Yes,5.26,89.5,1,26.3,No,No,5.0,1.93,1.83,1.76,Year 4,Arts,Bachelor,0
238,749,19.7,Male,44037.0,Yes,6.03,75.1,2,22.5,Yes,Yes,6.1,1.56,1.9,1.9,Year 4,Arts,Bachelor,0
239,7918,20.0,Female,26652.0,No,4.33,74.3,2,35.3,No,No,5.6,0.63,0.96,0.92,Year 3,Business,Unknown,1
240,4242,23.0,Male,25000.0,Yes,2.93,86.7,1,49.4,No,No,7.6,2.13,2.49,2.54,Year 4,Science,High School,0
242,4658,18.9,Female,39863.0,Yes,4.37,85.7,4,29.3,Yes,Yes,4.8,0.39,0.45,0.39,Year 4,Science,High School,0
243,4239,24.2,Male,45362.0,Yes,4.28,83.5,0,56.1,No,No,5.0,2.95,2.76,2.83,Year 2,CS,Bachelor,0
244,3461,24.7,Female,45622.0,Yes,5.4,74.0,2,15.6,No,No,4.7,1.87,1.99,1.85,Year 4,CS,High School,0
245,7382,21.9,Female,28284.0,No,5.2,91.1,4,34.1,Yes,No,6.8,3.15,2.42,2.48,Year 4,CS,High School,0
246,5550,23.9,Male,25000.0,Yes,5.04,81.8,0,30.4,No,Yes,7.0,1.81,1.96,1.99,Year 2,CS,High School,0
248,5839,18.3,Female,30221.0,No,4.94,76.3,0,20.6,No,No,5.2,1.92,2.01,2.01,Year 1,Engineering,High School,0
249,8092,22.9,Female,25000.0,Yes,4.3,81.7,1,20.2,No,Yes,4.2,4.0,3.93,3.93,Year 1,Engineering,Master,0
251,3615,22.5,Female,51957.0,No,3.49,88.4,2,44.1,Yes,No,7.0,1.68,1.42,1.49,Year 4,Arts,Bachelor,1
252,7502,21.3,Female,25000.0,Yes,3.98,74.1,1,31.7,No,Yes,1.0,2.35,2.35,2.4,Year 2,Engineering,High School,0
253,7054,21.7,Male,25156.0,No,4.17,76.0,3,19.1,Yes,No,7.5,2.65,3.05,3.11,Year 2,Business,Bachelor,0
254,7368,20.0,Female,37107.0,Yes,1.41,86.1,2,26.8,Yes,No,5.9,2.25,2.53,2.47,Year 2,Arts,High School,1
255,8020,23.2,Male,25000.0,Yes,4.55,98.5,3,44.0,No,No,5.6,2.97,3.09,3.12,Year 3,Science,Bachelor,0
256,9639,19.7,Female,25000.0,Yes,2.53,88.1,2,20.3,Yes,No,5.6,2.81,2.16,2.12,Year 4,Science,High School,1
257,9056,19.5,Female,36686.0,Yes,3.78,71.9,1,48.2,No,No,5.8,1.08,0.67,0.57,Year 3,Arts,Master,0
258,665,19.4,Male,35305.0,Yes,4.48,78.1,2,40.0,No,No,6.3,3.2,2.84,2.79,Year 4,Arts,Bachelor,0
259,2320,18.6,Female,26646.0,Yes,5.44,80.2,2,14.4,Yes,Yes,5.4,1.69,2.17,2.09,Year 4,Science,Master,0
260,3543,22.9,Female,30560.0,Yes,6.06,93.6,1,15.5,No,No,3.8,3.29,3.36,3.29,Year 3,Business,Master,0
261,3678,20.7,Female,67817.0,Yes,2.76,82.3,1,10.4,No,No,2.5,4.0,4.0,3.94,Year 2,CS,High School,0
262,9600,20.3,Female,41052.0,Yes,7.06,74.3,3,35.8,No,No,7.5,1.67,1.31,1.31,Year 1,Arts,High School,0
263,3092,22.7,Male,30988.0,Yes,3.35,82.9,2,24.2,Yes,No,4.8,2.23,2.19,2.19,Year 1,Arts,High School,0
264,676,19.3,Female,29633.0,Yes,3.26,80.6,4,47.9,Yes,No,9.4,0.88,0.75,0.75,Year 1,Arts,Bachelor,0
266,4885,22.4,Male,46852.0,No,2.53,85.9,5,33.3,No,Yes,5.7,1.87,1.75,1.75,Year 1,CS,High School,1
267,8080,23.9,Male,34585.0,Yes,2.97,80.0,4,38.5,No,No,6.1,3.58,3.75,3.69,Year 4,Engineering,Bachelor,0
268,1963,22.1,Female,25000.0,Yes,4.45,94.8,2,47.5,No,No,9.6,2.44,2.7,2.69,Year 4,Engineering,Master,0
269,1841,20.7,Female,25000.0,Yes,3.32,98.0,0,23.6,Yes,No,8.6,2.48,2.34,2.39,Year 3,Science,Bachelor,0
270,7169,23.4,Female,66791.0,Yes,3.63,82.9,1,25.6,No,Yes,5.5,0.49,0.52,0.52,Year 1,CS,High School,0
271,9899,24.5,Male,25000.0,Yes,4.18,94.0,1,43.7,Yes,Yes,8.3,2.19,2.17,2.16,Year 3,Engineering,Bachelor,0
272,3539,20.9,Female,40439.0,Yes,4.71,85.5,0,22.2,No,No,7.1,2.0,2.67,2.67,Year 1,Engineering,Master,0
274,4867,21.4,Female,25000.0,No,4.8,85.2,2,38.7,Yes,No,8.1,0.0,0.0,0.0,Year 2,Business,Bachelor,1
275,4175,20.6,Female,25000.0,Yes,3.33,93.0,2,18.4,No,Yes,3.8,3.7,4.0,4.0,Year 2,CS,High School,0
276,8089,22.0,Female,25000.0,No,3.9,80.6,3,39.2,No,No,4.7,4.0,4.0,3.99,Year 3,CS,Unknown,0
277,4378,25.5,Female,25000.0,Yes,4.88,85.8,4,31.2,No,Yes,4.6,3.14,2.94,2.93,Year 3,Engineering,Unknown,0
278,6212,21.3,Male,25000.0,Yes,4.44,78.3,4,40.6,Yes,Yes,3.8,2.85,2.9,2.87,Year 2,Engineering,Bachelor,0
279,4767,18.4,Male,52584.0,Yes,3.22,84.4,2,13.9,Yes,No,2.9,3.15,3.34,3.35,Year 4,Science,Bachelor,0
280,412,18.5,Female,50883.0,Yes,4.39,89.0,2,36.0,No,Yes,1.6,3.63,3.9,3.9,Year 1,Engineering,Unknown,0
281,614,18.5,Male,26687.0,Yes,5.33,81.4,1,20.9,No,No,3.6,2.8,2.8,2.84,Year 3,CS,Master,0
282,6127,23.6,Male,34013.0,Yes,3.27,93.1,2,14.9,Yes,No,5.2,2.56,3.0,3.0,Year 1,Engineering,PhD,0
283,5211,21.2,Male,25000.0,Yes,4.05,91.1,5,23.9,Yes,Yes,6.8,3.17,3.86,3.94,Year 3,CS,High School,0
284,1431,21.7,Female,25000.0,No,4.11,66.1,0,22.9,Yes,No,4.8,1.87,1.45,1.46,Year 2,Engineering,High School,0
285,2426,22.1,Male,25000.0,Yes,3.19,85.0,3,18.9,No,No,5.7,4.0,4.0,4.0,Year 4,Arts,Bachelor,0
286,8842,22.6,Male,25000.0,Yes,3.08,91.3,1,25.9,No,No,3.7,3.0,3.28,3.28,Year 3,Engineering,Master,0
287,3834,17.9,Female,30536.0,Yes,2.74,80.9,0,29.3,No,No,3.8,2.5,2.72,2.72,Year 1,Business,Master,0
288,4719,22.6,Female,25000.0,Yes,3.57,86.0,2,38.4,Yes,Yes,7.4,1.36,1.59,1.57,Year 3,Business,Master,1
289,7186,22.5,Female,29952.0,Yes,3.93,84.4,2,43.9,No,No,2.6,3.02,2.99,2.99,Year 1,Business,Master,0
290,1418,21.6,Male,55110.0,Yes,2.84,78.8,3,14.8,Yes,No,5.9,0.05,0.17,0.15,Year 2,CS,High School,0
291,7200,17.7,Female,25000.0,Yes,4.09,89.0,3,53.3,No,No,3.9,3.27,3.31,3.35,Year 2,Science,Bachelor,0
292,605,21.9,Male,25000.0,Yes,5.5,73.5,0,47.6,Yes,No,6.3,3.07,3.38,3.36,Year 4,Engineering,High School,0
293,1273,18.6,Male,25000.0,Yes,4.94,81.0,3,28.4,No,No,6.4,2.24,1.77,1.71,Year 2,Science,Bachelor,0
294,3965,19.7,Male,54401.0,Yes,3.36,78.1,1,18.3,No,Yes,4.7,2.3,2.2,2.23,Year 4,Arts,Bachelor,0
295,6368,17.0,Male,69276.0,Yes,5.0,81.9,1,18.3,No,Yes,3.5,4.0,3.63,3.59,Year 4,Science,High School,0
296,8747,20.8,Male,63702.0,Yes,5.93,71.0,3,31.8,Yes,No,7.3,1.42,1.85,1.86,Year 4,Arts,High School,1
297,248,19.6,Male,49416.0,Yes,4.24,85.4,4,31.9,No,Yes,5.4,2.17,2.0,2.0,Year 2,CS,High School,1
298,9227,19.9,Female,39691.0,No,3.13,91.6,3,24.0,No,Yes,4.3,3.37,3.42,3.41,Year 3,Arts,High School,0
299,1983,19.6,Male,44449.0,No,5.68,78.4,3,38.7,Yes,No,5.8,1.71,1.81,1.8,Year 3,Arts,Bachelor,1
301,5376,22.6,Male,25000.0,Yes,0.6,87.0,1,30.6,No,Yes,3.6,1.06,0.97,1.05,Year 4,CS,Bachelor,0
302,200,18.5,Male,25000.0,Yes,2.88,89.2,0,23.8,Yes,No,7.1,1.1,1.4,1.4,Year 1,Arts,High School,0
303,486,17.9,Male,25000.0,Yes,3.86,78.9,3,37.6,Yes,No,4.0,1.38,1.39,1.44,Year 2,Arts,Master,0
304,6084,21.3,Female,25000.0,Yes,5.27,76.0,4,14.1,No,Yes,4.2,1.31,1.25,1.25,Year 1,Business,Master,1
305,8957,18.4,Female,25000.0,Yes,4.87,77.2,0,25.6,Yes,Yes,4.6,3.65,3.62,3.62,Year 1,Business,High School,0
307,9799,20.7,Female,45986.0,Yes,4.47,97.8,0,33.0,Yes,No,6.1,2.96,3.03,2.99,Year 4,Science,Bachelor,0
309,6516,19.5,Female,37321.0,No,4.78,82.4,0,36.1,No,No,5.8,3.94,4.0,4.0,Year 4,Science,PhD,0
310,1722,20.4,Male,25000.0,Yes,6.31,83.3,1,46.1,No,Yes,3.8,3.75,3.53,3.53,Year 1,Engineering,High School,0
311,7051,23.1,Female,25000.0,No,4.32,78.8,3,15.9,No,Yes,7.2,1.78,1.48,1.56,Year 4,CS,High School,0
312,6383,19.9,Male,25000.0,No,4.89,76.4,1,25.8,No,Yes,4.2,2.93,2.93,2.93,Year 1,CS,PhD,0
313,8166,27.6,Female,61919.0,Yes,4.25,74.1,1,25.7,Yes,No,5.6,1.61,1.78,1.75,Year 3,Business,Bachelor,1
314,5768,20.8,Male,30545.0,Yes,2.26,79.7,2,14.7,Yes,No,3.9,3.22,3.43,3.38,Year 3,Engineering,Bachelor,0
315,5810,20.5,Male,35895.0,Yes,1.87,77.8,3,14.3,No,No,5.4,3.04,3.33,3.27,Year 3,Engineering,Master,0
316,4627,19.5,Female,25000.0,Yes,3.84,72.2,4,7.7,Yes,Yes,5.8,0.25,0.0,0.08,Year 4,CS,Master,1
317,863,24.4,Female,25000.0,Yes,4.36,83.8,0,11.9,No,No,6.4,2.45,2.85,2.83,Year 2,Business,Master,0
318,2095,23.3,Male,25000.0,Yes,6.22,85.8,4,18.7,No,No,5.5,2.35,2.52,2.47,Year 2,Business,Bachelor,0
319,948,19.5,Female,25000.0,No,2.79,73.1,1,22.4,No,Yes,7.0,1.3,0.99,0.91,Year 3,CS,Unknown,0
320,5642,19.8,Male,35197.0,Yes,3.6,83.2,1,16.0,Yes,No,6.7,0.71,0.83,0.78,Year 3,CS,High School,0
321,1445,21.9,Male,25000.0,Yes,3.83,96.4,0,31.0,No,No,4.7,3.45,2.96,2.96,Year 1,Business,High School,0
322,1281,21.3,Female,67250.0,Yes,5.43,77.4,2,21.1,No,Yes,6.1,1.72,1.52,1.53,Year 2,Engineering,High School,0
323,3111,18.4,Male,25000.0,Yes,3.78,82.6,2,48.4,Yes,No,5.0,1.88,1.95,2.02,Year 3,Engineering,Master,1
324,8953,18.9,Male,25000.0,No,3.23,82.5,1,30.9,Yes,No,9.0,0.18,0.0,0.0,Year 2,Science,Bachelor,1
325,7610,20.9,Male,25000.0,No,2.83,83.1,1,18.1,No,No,9.1,1.34,0.68,0.56,Year 3,CS,High School,0
326,5136,21.1,Male,25000.0,Yes,5.52,72.0,1,37.1,No,Yes,8.6,0.84,0.99,1.0,Year 3,Science,Bachelor,1
327,3017,17.7,Female,26352.0,Yes,1.92,86.7,1,28.2,No,No,7.6,0.58,0.4,0.4,Year 1,CS,Unknown,1
328,2303,20.2,Female,39816.0,Yes,4.59,70.8,1,44.8,Yes,No,4.4,1.84,1.85,1.84,Year 3,Business,Bachelor,0
329,2005,17.0,Male,25000.0,Yes,1.96,73.0,3,36.6,Yes,No,5.4,1.08,1.13,1.1,Year 3,CS,High School,1
330,4581,21.5,Female,25000.0,Yes,4.7,95.6,1,44.6,No,Yes,7.0,3.0,3.13,3.23,Year 2,CS,Bachelor,0
331,8705,24.8,Male,25000.0,Yes,4.51,81.2,2,26.9,No,No,6.0,1.18,1.44,1.38,Year 4,Engineering,Bachelor,0
332,1006,21.9,Male,25000.0,Yes,5.88,71.4,2,43.1,Yes,No,3.5,1.1,1.32,1.37,Year 2,Business,High School,0
333,5139,19.5,Male,25000.0,Yes,2.81,71.3,2,39.4,No,Yes,3.3,1.44,1.43,1.49,Year 4,Science,Bachelor,0
334,4318,23.5,Male,25000.0,Yes,3.98,69.0,4,31.2,No,No,6.0,1.24,1.08,1.11,Year 3,Business,Bachelor,1
335,6559,22.5,Male,25000.0,Yes,6.39,98.1,1,23.1,Yes,Yes,5.4,3.81,3.5,3.5,Year 4,Engineering,Bachelor,1
336,4388,17.8,Male,32032.0,Yes,2.67,88.2,0,30.9,No,Yes,2.8,3.1,3.53,3.54,Year 4,Engineering,Master,0
337,2133,22.5,Female,39300.0,Yes,3.45,89.8,2,22.7,No,No,1.3,3.15,3.41,3.39,Year 2,Arts,Master,0
338,4266,22.1,Male,43185.0,No,3.07,76.6,0,25.4,No,No,3.6,3.43,3.36,3.41,Year 2,Business,High School,0
339,2058,22.9,Female,27578.0,Yes,1.05,93.1,0,9.4,No,No,6.5,3.93,3.79,3.78,Year 4,Science,Bachelor,0
340,5387,24.0,Male,37531.0,Yes,2.06,79.0,5,12.6,No,Yes,3.4,3.16,3.7,3.76,Year 4,Business,Bachelor,0
341,230,22.5,Female,25000.0,Yes,8.47,93.7,1,38.0,Yes,Yes,4.5,3.63,4.0,3.94,Year 4,CS,Master,0
342,2890,21.8,Female,25000.0,Yes,2.74,81.4,2,32.2,No,No,6.2,1.44,0.97,1.01,Year 3,Science,High School,0
343,4473,23.8,Female,34842.0,Yes,4.11,79.5,0,8.1,Yes,Yes,4.4,0.65,1.39,1.39,Year 1,Engineering,Unknown,1
344,6065,21.4,Female,25000.0,Yes,4.97,89.7,0,10.1,No,No,5.8,4.0,4.0,4.0,Year 4,Science,Bachelor,0
345,7925,20.3,Male,61571.0,No,5.36,78.1,1,18.3,Yes,No,3.8,4.0,3.78,3.82,Year 2,Arts,Bachelor,0
346,7650,18.7,Female,25000.0,Yes,3.46,77.7,2,12.7,Yes,Yes,5.0,0.73,0.38,0.46,Year 3,Arts,Bachelor,1
347,8382,21.7,Male,25644.0,Yes,4.88,77.1,1,34.7,Yes,No,5.2,1.44,1.5,1.5,Year 1,Business,Bachelor,0
348,210,29.5,Female,35178.0,Yes,4.95,79.3,2,32.1,Yes,No,7.0,2.72,2.76,2.65,Year 3,Business,Bachelor,0
349,2759,18.5,Female,25000.0,Yes,5.65,78.3,2,16.4,No,No,5.7,3.43,3.33,3.26,Year 3,Arts,PhD,0
350,8472,24.4,Male,29732.0,Yes,5.67,84.5,0,22.3,No,Yes,5.8,2.09,2.59,2.62,Year 2,Engineering,Bachelor,0
351,2949,20.6,Female,44959.0,Yes,5.62,81.9,3,19.9,Yes,No,6.3,4.0,4.0,4.0,Year 4,Engineering,Master,0
352,7117,24.9,Female,68603.0,Yes,1.93,81.9,0,35.9,No,No,10.0,0.0,0.0,0.0,Year 4,Engineering,Bachelor,1
353,6331,23.9,Male,25000.0,Yes,3.87,68.8,1,62.5,Yes,No,5.4,2.79,3.13,3.1,Year 4,Engineering,High School,1
354,1729,21.8,Female,46577.0,Yes,5.02,91.0,2,42.1,No,No,6.6,3.57,3.68,3.75,Year 4,Business,Bachelor,0
355,4177,21.0,Female,43293.0,Yes,1.53,83.1,0,40.1,No,Yes,3.4,2.91,2.62,2.63,Year 3,CS,High School,0
356,338,20.3,Female,32574.0,Yes,3.27,94.5,3,19.1,No,No,7.5,0.49,0.36,0.37,Year 4,CS,Bachelor,1
357,4985,22.2,Female,29865.0,Yes,1.67,73.0,2,47.5,No,No,7.6,0.55,1.0,1.0,Year 1,Business,High School,1
358,6879,20.3,Female,25000.0,Yes,4.1,79.1,1,26.7,Yes,Yes,4.8,2.01,2.23,2.23,Year 1,Engineering,High School,0
359,7249,17.0,Male,25000.0,Yes,3.64,78.4,1,38.8,Yes,No,6.3,2.0,1.87,1.93,Year 4,Business,High School,0
360,8453,19.1,Male,51226.0,Yes,2.38,87.2,0,58.1,No,No,2.3,2.02,2.22,2.22,Year 4,CS,Bachelor,0
361,1227,21.1,Female,25000.0,Yes,4.84,78.2,4,34.8,No,No,7.7,1.12,0.66,0.66,Year 1,CS,High School,1
362,7609,20.2,Male,25000.0,Yes,4.76,78.6,3,21.2,No,No,8.3,0.88,0.94,1.02,Year 4,CS,Bachelor,1
363,6828,21.0,Male,25000.0,Yes,3.24,94.6,1,48.2,Yes,Yes,3.3,3.49,3.7,3.66,Year 3,Business,Bachelor,0
364,3541,21.7,Female,37739.0,Yes,4.03,82.2,2,60.4,No,Yes,7.0,1.92,1.72,1.73,Year 4,CS,Bachelor,0
365,5869,19.6,Male,25000.0,Yes,4.88,81.0,2,15.5,No,Yes,2.8,3.75,3.55,3.6,Year 2,Arts,Bachelor,0
366,2112,20.6,Female,25000.0,Yes,4.63,75.4,5,31.3,No,No,4.1,2.6,2.21,2.18,Year 3,Arts,Master,1
368,7154,22.5,Male,45201.0,Yes,5.36,89.6,2,48.1,No,No,7.1,1.84,1.71,1.72,Year 2,Arts,Bachelor,0
369,3708,24.0,Male,28478.0,Yes,5.89,75.9,4,41.2,Yes,Yes,5.6,3.39,3.35,3.36,Year 2,Engineering,Bachelor,0
370,1018,19.9,Male,25000.0,No,1.6,93.6,2,26.3,No,No,7.4,2.02,2.05,2.04,Year 4,Arts,Master,1
371,8512,22.3,Male,29364.0,Yes,5.85,75.5,3,15.2,No,No,7.2,1.75,2.0,2.04,Year 2,CS,Bachelor,0
372,2808,19.2,Male,25000.0,Yes,3.55,66.3,3,26.1,Yes,No,7.9,0.0,0.69,0.67,Year 3,Business,High School,1
373,5016,19.9,Male,25000.0,Yes,4.2,91.3,2,23.7,Yes,No,6.3,1.82,1.82,1.82,Year 1,Arts,Bachelor,0
374,1929,23.4,Female,27649.0,Yes,5.9,72.9,1,25.1,No,No,7.9,1.48,0.71,0.71,Year 3,Business,Master,0
375,351,21.7,Male,25000.0,Yes,4.54,81.5,2,50.3,Yes,Yes,3.1,2.78,3.22,3.18,Year 4,Engineering,High School,0
376,5174,18.8,Male,25000.0,Yes,3.82,80.9,2,27.8,No,Yes,6.9,2.21,1.63,1.66,Year 2,Arts,Bachelor,0
377,4193,23.8,Male,37107.0,Yes,4.27,79.8,2,14.6,Yes,No,4.9,2.08,1.81,1.81,Year 1,Business,High School,1
378,1935,26.8,Male,47978.0,Yes,4.37,71.4,2,9.0,Yes,No,3.2,2.46,2.84,2.84,Year 1,Arts,Bachelor,0
379,6902,21.1,Female,25000.0,Yes,5.09,69.3,0,53.0,No,Yes,5.8,1.61,1.65,1.63,Year 4,CS,High School,0
380,4824,21.0,Male,65792.0,Yes,2.08,79.9,4,16.1,Yes,No,3.1,1.14,1.24,1.24,Year 1,Engineering,High School,1
381,565,23.6,Female,30779.0,Yes,5.24,88.2,4,40.5,No,Yes,8.2,0.67,0.6,0.56,Year 4,Engineering,Master,1
382,1583,18.8,Male,25000.0,No,5.17,81.1,1,15.7,Yes,No,5.0,1.56,2.04,2.05,Year 3,Science,Bachelor,0
383,4695,20.6,Female,28391.0,Yes,4.6,96.2,1,59.1,No,No,2.8,3.38,3.62,3.55,Year 3,Business,High School,0
384,2176,25.6,Female,25000.0,Yes,4.58,82.7,3,35.1,No,Yes,4.2,0.91,1.14,1.1,Year 2,CS,Bachelor,1
385,7029,18.5,Female,25000.0,Yes,4.35,85.8,1,25.6,Yes,No,7.5,2.01,1.32,1.24,Year 3,Engineering,Bachelor,1
386,4881,23.2,Female,25000.0,Yes,4.12,96.2,4,36.8,No,Yes,8.3,2.74,2.97,2.97,Year 3,Science,Bachelor,0
387,2229,17.0,Female,25000.0,Yes,3.5,84.2,2,34.2,Yes,No,2.4,2.54,2.19,2.2,Year 3,CS,High School,0
388,1116,21.8,Male,29980.0,No,4.65,85.3,3,46.1,No,No,4.3,2.57,2.16,2.16,Year 1,CS,Master,0
389,3127,17.0,Male,25000.0,Yes,4.66,86.1,3,35.2,Yes,No,3.7,3.85,3.83,3.83,Year 1,CS,Master,0
390,3545,24.0,Male,25000.0,Yes,5.87,85.7,4,38.5,No,Yes,6.5,2.22,2.35,2.37,Year 2,Engineering,High School,0
391,5049,23.5,Male,32546.0,No,2.17,76.1,2,22.3,Yes,No,6.6,2.95,2.94,2.98,Year 2,CS,Master,0
392,7477,17.0,Female,25000.0,Yes,5.35,81.5,3,26.1,No,Yes,5.8,1.86,1.78,1.78,Year 1,Engineering,Bachelor,0
393,822,24.1,Male,30490.0,Yes,6.14,80.3,1,8.0,No,No,5.3,2.04,1.63,1.63,Year 3,Business,High School,0
394,6533,24.4,Male,25000.0,Yes,1.36,79.2,2,37.0,No,No,5.8,2.36,2.85,2.89,Year 4,CS,Bachelor,0
395,2273,19.5,Male,26569.0,No,3.54,89.2,3,41.0,Yes,No,6.7,0.89,0.89,0.89,Year 1,Arts,Bachelor,1
396,5546,17.3,Female,25000.0,Yes,3.23,78.5,1,24.6,No,No,3.0,2.95,2.87,2.83,Year 4,Arts,High School,0
397,82,21.8,Male,53998.0,Yes,5.25,87.7,1,17.8,No,No,7.7,0.87,0.76,0.76,Year 1,CS,Master,0
399,9406,25.0,Male,51932.0,Yes,4.74,84.3,0,24.5,No,Yes,7.7,2.67,1.94,1.91,Year 3,Science,Bachelor,0
401,832,19.0,Female,33977.0,Yes,4.57,73.9,0,19.0,No,No,2.8,4.0,3.86,3.78,Year 2,CS,High School,0
402,3884,19.0,Male,47483.0,Yes,4.49,71.5,3,33.4,No,Yes,3.8,4.0,4.0,4.0,Year 1,CS,Unknown,0
403,8642,19.3,Female,48890.0,Yes,3.46,82.0,2,46.7,Yes,Yes,3.6,2.05,1.96,1.96,Year 1,Arts,Bachelor,0
404,4465,19.7,Female,49106.0,No,2.94,83.8,2,35.3,No,No,1.8,4.0,4.0,4.0,Year 1,Arts,PhD,0
405,5340,22.7,Female,25000.0,No,4.76,80.4,1,41.4,No,No,7.0,1.71,1.91,1.92,Year 3,CS,PhD,1
406,8067,23.6,Male,31482.0,Yes,3.47,73.7,0,16.5,Yes,Yes,4.1,3.08,3.04,3.04,Year 1,Business,Bachelor,0
